,make,model,year,kms,kind,price
2560,Volkswagen,Amarok,2012,170000,Pick-Up,16486.49
3576,Volkswagen,Gol Trend,2011,130000,Hatchback,4189.19
411,Volkswagen,Crossfox,2011,125000,Hatchback,6621.62
9766,Ford,Ecosport,2011,98000,SUV,5135.14
5980,Ford,Focus III,2013,31000,Sedán,11621.62
3860,Ford,Focus III,2016,30000,Hatchback,14045.95
8215,Ford,Fiesta Kinetic Design,2014,55500,Sedán,7972.97
9161,Volkswagen,Suran,2016,33235,Monovolumen,9459.46
4254,Ford,Fiesta Kinetic Design,2013,56000,Hatchback,6621.62
3900,Ford,Fiesta Kinetic Design,2014,76000,Hatchback,6756.76
6826,Honda,CR-V,2014,61000,SUV,20000.0
5074,Honda,CR-V,2015,47000,SUV,662.16
7022,Ford,Focus III,2016,30000,Hatchback,15135.14
3186,Ford,Fiesta Kinetic Design,2012,55000,Hatchback,8108.11
102,Ford,Ka,2013,60000,Hatchback,4324.32
2893,Ford,Fiesta Kinetic Design,2017,15500,Hatchback,9459.46
6765,Volkswagen,Amarok,2014,79000,Pick-Up,14864.86
425,Volkswagen,Gol Trend,2011,70000,Hatchback,4459.46
4343,Mercedes Benz,Clase GLK,2013,99000,SUV,770.27
4662,Volkswagen,Gol,2012,91000,Hatchback,3378.38
2223,Ford,Ecosport,2015,72000,SUV,11351.35
488,Ford,Ranger,2012,86000,Pick-Up,18243.24
3300,Volkswagen,Vento,2015,20000,Sedán,12972.97
1165,Ford,Focus III,2014,58000,Hatchback,8621.62
36,Volkswagen,Voyage,2013,56000,Sedán,6486.49
9009,Volkswagen,Suran,2011,100000,Monovolumen,6351.35
5953,Volkswagen,Amarok,2015,120000,Pick-Up,15270.27
3693,Volkswagen,Amarok,2015,62000,Pick-Up,18648.65
4768,Honda,Fit,2012,46000,Hatchback,8054.05
2349,Honda,Civic,2016,39000,Sedán,16756.76
4532,Ford,Focus III,2015,43000,Sedán,7810.81
9209,Ford,Ecosport,2014,50000,SUV,9567.57
368,Volkswagen,Amarok,2011,167000,Pick-Up,10810.81
4155,Volkswagen,Suran,2014,94000,Monovolumen,6756.76
6483,Ford,Ranger,2012,107000,Pick-Up,13189.19
9423,Ford,Fiesta Kinetic Design,2014,75000,Hatchback,6216.22
6164,Volkswagen,Suran,2016,17500,Monovolumen,8378.38
6024,Ford,Fiesta Kinetic Design,2015,34000,Hatchback,9594.59
3867,Ford,Ranger,2015,32700,Pick-Up,10540.54
4801,Ford,Ecosport,2011,90000,SUV,5918.92
1780,Volkswagen,Crossfox,2012,47000,Hatchback,7432.43
504,Volkswagen,Bora,2014,105000,Sedán,7702.7
2805,Volkswagen,Voyage,2013,44333,Sedán,5810.81
8490,Ford,Ranger,2016,52000,Pick-Up,20270.27
8204,Volkswagen,Gol Trend,2015,70000,Hatchback,5405.41
3463,Ford,Fiesta Kinetic Design,2011,97000,Hatchback,6216.22
3978,Ford,Focus III,2016,43000,Hatchback,11351.35
6630,Volkswagen,Bora,2013,65400,Sedán,7432.43
3075,Ford,Ecosport,2013,60000,SUV,10513.51
851,Volkswagen,Golf,2016,33000,Hatchback,19324.32
9101,Ford,Ranger,2017,15000,Pick-Up,19324.32
2276,Volkswagen,Gol Trend,2014,60000,Hatchback,6756.76
8700,Volkswagen,Gol Trend,2013,89000,Hatchback,5540.54
5526,Volkswagen,Fox,2016,17000,Hatchback,10000.0
9083,Volkswagen,Vento,2011,124000,Sedán,8783.78
3929,Volkswagen,Fox,2016,60000,Hatchback,8378.38
8361,Honda,City,2014,73000,Sedán,9459.46
8052,Honda,Civic,2014,67800,Sedán,13297.3
5473,Ford,Focus III,2018,14400,Hatchback,18108.11
5482,Ford,Focus III,2018,10000,Hatchback,13513.51
5183,Ford,Focus III,2015,53000,Sedán,9432.43
7445,Volkswagen,Gol,2012,110000,Hatchback,4270.27
3813,Ford,Fiesta Kinetic Design,2013,93000,Hatchback,8108.11
1981,Ford,Fiesta Kinetic Design,2014,38500,Hatchback,7297.3
8607,Ford,Focus III,2014,47000,Hatchback,10781.08
9170,Volkswagen,Amarok,2014,89000,Pick-Up,22297.3
6721,Volkswagen,Gol,2013,76000,Hatchback,3783.78
3769,Volkswagen,Saveiro,2014,37000,Pick-Up,7162.16
9895,Volkswagen,Gol,2013,120000,Hatchback,4594.59
9201,Volkswagen,Fox,2017,9000,Hatchback,10135.14
9764,Ford,Focus III,2016,43000,Sedán,13513.51
8889,Ford,Fiesta Kinetic Design,2016,25000,Hatchback,8891.89
8209,Ford,Focus II,2011,63000,Hatchback,6351.35
3659,Ford,Ecosport,2014,54500,SUV,8918.92
5715,Volkswagen,Suran,2012,57770,Monovolumen,6216.22
9442,Volkswagen,Gol,2011,120000,Hatchback,4054.05
7826,Volkswagen,Gol,2013,36000,Hatchback,4729.73
2576,Volkswagen,Vento,2013,80000,Sedán,8783.78
4157,Honda,City,2013,40500,Sedán,7972.97
9904,Mercedes Benz,Clase GLA,2016,59000,SUV,1405.41
8084,Ford,Ranger,2016,40000,Pick-Up,19459.46
1641,Ford,Ecosport,2013,79600,SUV,8332.43
1520,Volkswagen,Suran,2013,78200,Monovolumen,7270.27
2197,Ford,Ecosport,2015,70000,SUV,11621.62
3378,Volkswagen,Amarok,2015,56853,Pick-Up,15135.11
6228,Ford,Fiesta Kinetic Design,2013,30000,Hatchback,8648.65
7832,Volkswagen,Vento,2011,147000,Sedán,6621.62
114,Ford,Ecosport,2013,51000,SUV,7432.43
260,Honda,Civic,2015,35500,Sedán,15405.41
2134,Volkswagen,Gol,2012,64000,Hatchback,4189.19
2993,Volkswagen,Amarok,2016,12000,Pick-Up,13243.24
2856,Volkswagen,Bora,2011,70000,Sedán,5945.95
1451,Volkswagen,Gol Trend,2015,35000,Hatchback,5675.68
3017,Mercedes Benz,Clase B,2012,89000,Monovolumen,7972.97
5995,Volkswagen,CC,2013,76000,Sedán,15945.95
9677,Ford,Focus III,2016,31000,Sedán,14324.32
4078,Volkswagen,Voyage,2016,45900,Sedán,9594.59
6850,Volkswagen,Fox,2013,60000,Hatchback,5675.68
6436,Volkswagen,Amarok,2014,62000,Pick-Up,18108.11
5686,Honda,CR-V,2012,118000,SUV,15945.95
5731,Volkswagen,Gol Trend,2012,131000,Hatchback,4729.73
5423,Volkswagen,Amarok,2016,16500,Pick-Up,15675.68
771,Honda,Civic,2012,60750,Sedán,8621.62
7491,Ford,Ranger,2016,28000,Pick-Up,17027.03
3156,Mercedes Benz,Clase C,2012,100000,Sedán,15675.68
5630,Volkswagen,Gol Trend,2012,127000,Hatchback,5135.14
2523,Volkswagen,Gol Trend,2012,57000,Hatchback,5405.41
3019,Ford,Ecosport,2012,88000,SUV,5891.89
2638,Ford,Fiesta Kinetic Design,2017,11000,Hatchback,10783.78
1067,Volkswagen,Fox,2014,66000,Hatchback,6216.22
4029,Volkswagen,Amarok,2011,214000,Pick-Up,10810.81
7627,Ford,Fiesta Kinetic Design,2011,62000,Hatchback,6702.7
8826,Volkswagen,Fox,2015,35000,Hatchback,7972.97
5729,Volkswagen,Gol Trend,2013,70000,Hatchback,5000.0
3232,Honda,Civic,2011,155000,Sedán,6351.35
1244,Volkswagen,Bora,2014,63000,Sedán,7297.3
8709,Ford,Focus III,2014,37000,Sedán,10405.41
7942,Volkswagen,Amarok,2015,47000,Pick-Up,21621.62
3176,Ford,Focus III,2016,51000,Hatchback,10000.0
4519,Ford,Ecosport,2012,100000,SUV,5945.95
8868,Ford,Kuga,2011,86000,SUV,11891.89
5788,Ford,Fiesta Kinetic Design,2012,88000,Hatchback,6216.22
722,Volkswagen,Suran,2016,20500,Monovolumen,9594.59
4280,Volkswagen,Gol Trend,2015,71000,Hatchback,4837.84
6259,Ford,Ecosport,2015,44000,SUV,9729.73
459,Volkswagen,Voyage,2012,91000,Sedán,5108.11
5089,Ford,Mondeo,2015,43000,Sedán,500.0
928,Ford,Ranger,2017,24000,Pick-Up,19729.73
6937,Volkswagen,Bora,2013,45000,Sedán,8513.51
6146,Ford,Ranger,2014,100000,Pick-Up,16459.46
474,Ford,Fiesta Kinetic Design,2012,87000,Hatchback,8324.32
8465,Ford,Ecosport,2012,120000,SUV,6081.08
3360,Volkswagen,Vento,2011,109000,Sedán,8648.65
1108,Volkswagen,Polo,2016,30000,Hatchback,9054.05
1675,Volkswagen,Amarok,2014,58000,Pick-Up,22972.97
3697,Volkswagen,Gol Trend,2014,88500,Hatchback,6081.08
6739,Ford,Ka,2014,51600,Hatchback,4594.59
372,Volkswagen,Suran,2012,75000,Monovolumen,5918.92
3006,Ford,Focus III,2015,66000,Hatchback,9862.16
2252,Volkswagen,Bora,2011,119000,Sedán,5810.81
6548,Volkswagen,Amarok,2012,108000,Pick-Up,12972.97
8783,Volkswagen,Gol Trend,2013,82000,Hatchback,5135.14
9987,Volkswagen,Suran,2013,88739,Monovolumen,6486.49
8288,Volkswagen,Suran,2013,80421,Monovolumen,6486.49
8936,Ford,Mondeo,2012,109000,Sedán,8513.51
5387,Honda,City,2012,111000,Sedán,6756.76
6294,Ford,Ranger,2013,133000,Pick-Up,13486.49
1095,Volkswagen,Vento,2013,88000,Sedán,11324.32
7026,Ford,Focus II,2012,64000,Hatchback,6351.35
7902,Volkswagen,Amarok,2015,60000,Pick-Up,14864.86
7262,Honda,Fit,2013,120000,Hatchback,9324.32
6002,Volkswagen,Gol Trend,2017,14000,Hatchback,6567.57
675,Ford,Mondeo,2016,37000,Sedán,20000.0
4546,Ford,Fiesta Kinetic Design,2013,78000,Hatchback,7000.0
1023,Honda,Fit,2012,115000,Hatchback,7783.78
4849,Ford,Fiesta Kinetic Design,2014,50000,Hatchback,8378.38
7714,Volkswagen,Bora,2013,50000,Sedán,8648.65
9300,Volkswagen,Saveiro,2014,58000,Pick-Up,6486.49
6370,Volkswagen,Vento,2015,65000,Sedán,11054.05
6588,Volkswagen,Vento,2014,66000,Sedán,10675.68
5972,Ford,Ranger,2014,75000,Pick-Up,21891.89
8630,Volkswagen,Bora,2012,99000,Sedán,7837.84
5527,Volkswagen,Amarok,2013,148358,Pick-Up,14864.86
179,Ford,Ranger,2014,81000,Pick-Up,22702.7
9996,Volkswagen,Bora,2012,120000,Sedán,6486.49
9436,Ford,Ka,2011,76000,Hatchback,4459.46
5173,Volkswagen,Gol Trend,2014,50000,Hatchback,5810.81
2287,Volkswagen,Gol Trend,2013,69000,Hatchback,4851.35
5512,Ford,Ka,2013,76500,Hatchback,4459.46
8708,Ford,Fiesta Kinetic Design,2015,62000,Sedán,10135.14
8842,Honda,Civic,2012,80000,Sedán,7432.43
1122,Ford,Ecosport,2016,25600,SUV,10808.11
5543,Volkswagen,Gol,2012,50000,Hatchback,3783.78
9012,Ford,Ecosport,2014,35000,SUV,9459.46
8591,Volkswagen,Golf,2017,30000,Hatchback,18648.65
9208,Ford,Fiesta Kinetic Design,2011,100000,Hatchback,7297.3
5091,Ford,Fiesta Kinetic Design,2011,65000,Hatchback,6621.62
9510,Volkswagen,Fox,2013,55000,Hatchback,6216.22
3369,Ford,Focus III,2017,11000,Hatchback,14864.86
1593,Honda,Accord,2011,86000,Sedán,10810.81
1179,Volkswagen,Gol Trend,2017,25000,Hatchback,7702.7
7862,Volkswagen,Saveiro,2011,190000,Pick-Up,5945.95
5828,Volkswagen,Bora,2011,54500,Sedán,7027.03
5103,Ford,Ranger,2016,30000,Pick-Up,17297.3
2689,Ford,Ecosport,2015,48700,SUV,10675.68
8639,Volkswagen,Golf,2016,18500,Hatchback,10243.24
1686,Ford,Fiesta Kinetic Design,2011,92000,Hatchback,6891.89
3093,Ford,Ranger,2014,60000,Pick-Up,18918.92
4613,Honda,HR-V,2017,21000,SUV,567.57
9798,Volkswagen,Saveiro,2012,59800,Pick-Up,7810.81
5720,Mercedes Benz,Clase A,2014,19600,Hatchback,689.19
9290,Volkswagen,Suran,2011,115000,Monovolumen,5810.81
975,Volkswagen,Suran,2011,130000,Monovolumen,5675.68
9515,Ford,Focus II,2012,74000,Sedán,7054.05
4981,Volkswagen,Vento,2012,105000,Sedán,9729.73
5895,Ford,Ecosport,2013,46000,SUV,10513.51
5536,Ford,Ranger,2013,46000,Pick-Up,12162.16
4510,Volkswagen,Vento,2013,95000,Sedán,10675.68
8959,Ford,Focus III,2014,55000,Sedán,8783.78
1534,Volkswagen,Gol Trend,2016,32000,Hatchback,7297.3
3987,Volkswagen,Gol Trend,2015,74000,Hatchback,5594.59
7889,Ford,Ecosport,2013,89000,SUV,8621.62
3536,Ford,Ka,2013,79000,Hatchback,4294.59
4562,Volkswagen,Gol Trend,2014,104000,Hatchback,6216.22
6238,Ford,Ecosport,2013,88900,SUV,8972.97
5684,Ford,Ecosport,2013,78000,SUV,10675.68
4702,Ford,Fiesta Kinetic Design,2015,27000,Hatchback,9189.19
984,Chrysler,PT Cruiser,2011,89400,Hatchback,5540.54
5158,Ford,Ecosport,2013,79000,SUV,7837.84
379,Volkswagen,Up!,2015,52000,Hatchback,5810.81
6964,Volkswagen,Suran,2011,54000,Monovolumen,5405.41
485,Mercedes Benz,Clase GLK,2012,35000,SUV,18378.38
8904,Volkswagen,Suran,2012,75000,Monovolumen,5270.27
9254,Volkswagen,Gol,2011,110000,Hatchback,3837.84
9195,Honda,City,2011,154000,Sedán,6081.08
6103,Volkswagen,Gol Trend,2015,30000,Hatchback,7027.03
6098,Ford,Focus II,2011,97000,Hatchback,6351.35
5062,Mercedes Benz,Clase GLK,2012,44000,SUV,22432.43
6107,Ford,Fiesta Kinetic Design,2012,48000,Hatchback,6756.76
1029,Volkswagen,Vento,2013,55000,Sedán,10810.81
9384,Volkswagen,Voyage,2013,72000,Sedán,5945.95
2353,Volkswagen,Amarok,2014,120000,Pick-Up,15405.41
6444,Volkswagen,Saveiro,2016,70000,Pick-Up,7837.84
5466,Volkswagen,Fox,2011,99999,Hatchback,5405.41
3245,Ford,Focus II,2011,90000,Hatchback,5540.54
6057,Ford,Ecosport,2013,50500,SUV,9459.46
4201,Ford,Fiesta Kinetic Design,2013,58000,Hatchback,7837.84
2869,Volkswagen,Vento,2011,89000,Sedán,9459.46
5966,Volkswagen,Suran,2012,118000,Monovolumen,4459.46
1145,Volkswagen,Saveiro,2017,27000,Pick-Up,10270.27
3904,Volkswagen,Bora,2011,150000,Sedán,7162.16
5179,Volkswagen,Amarok,2015,47000,Pick-Up,20270.27
5513,Ford,Ka,2012,73000,Hatchback,3783.78
7375,Volkswagen,Amarok,2011,122000,Pick-Up,14189.19
9928,Ford,Ecosport,2013,46000,SUV,10405.41
7370,Ford,Ecosport,2012,89800,SUV,6216.22
8309,Ford,Fiesta Kinetic Design,2014,52000,Sedán,7432.43
7823,Volkswagen,Passat,2012,100000,Sedán,11080.81
9159,Chrysler,Town & Country,2012,92000,Monovolumen,24054.05
4710,Ford,Ecosport,2011,93000,SUV,5675.68
7842,Ford,Fiesta Kinetic Design,2012,74500,Hatchback,7432.43
9371,Ford,Focus II,2012,85425,Hatchback,7432.43
8980,Volkswagen,Crossfox,2015,48000,Hatchback,8513.51
917,Ford,Focus II,2012,91600,Hatchback,5945.95
7049,Volkswagen,Vento,2013,50000,Sedán,14594.59
4957,Ford,Ranger,2011,115000,Pick-Up,11351.35
674,Ford,Ka,2011,75000,Hatchback,3918.92
5151,Volkswagen,Amarok,2012,128000,Pick-Up,13513.51
176,Volkswagen,Golf,2016,25000,Hatchback,17567.57
9092,Ford,Ecosport,2016,60000,SUV,10513.51
9700,Ford,Fiesta Kinetic Design,2011,89000,Hatchback,5405.41
8657,Ford,Fiesta Kinetic Design,2014,53000,Hatchback,7702.7
4080,Volkswagen,Suran Cross,2014,45000,Monovolumen,9324.32
3456,Ford,Fiesta Kinetic Design,2015,50000,Hatchback,6891.89
8338,Volkswagen,Vento,2014,68000,Sedán,15945.95
8193,Ford,Ranger,2011,135000,Pick-Up,10540.54
2111,Ford,Fiesta Kinetic Design,2014,60000,Hatchback,9729.73
3985,Volkswagen,Saveiro,2014,70000,Pick-Up,7297.3
6156,Volkswagen,Suran,2015,16000,Monovolumen,8378.38
5098,Volkswagen,Vento,2012,78000,Sedán,10540.54
8327,Volkswagen,Up!,2017,13500,Hatchback,8918.92
7601,Ford,Focus II,2013,74000,Hatchback,7297.3
1524,Volkswagen,Gol Trend,2014,54000,Hatchback,5945.95
6709,Volkswagen,Saveiro,2014,73300,Pick-Up,8378.38
1407,Volkswagen,Fox,2012,106000,Hatchback,4594.59
3856,Ford,Ecosport,2013,90100,SUV,10270.27
4740,Volkswagen,Suran,2015,54000,Monovolumen,8513.51
6139,Volkswagen,Suran,2014,70000,Monovolumen,6675.68
9827,Volkswagen,Gol Country,2011,80000,Rural,4189.19
762,Volkswagen,Gol Trend,2014,100000,Hatchback,5945.95
9462,Honda,Fit,2015,22531,Hatchback,10864.86
9984,Volkswagen,Gol Trend,2016,63000,Hatchback,6891.89
8074,Ford,Ecosport,2013,81000,SUV,10243.24
4040,Ford,Ranger,2012,105000,Pick-Up,17567.57
9245,Volkswagen,Amarok,2011,130000,Pick-Up,13378.38
5198,Volkswagen,Vento,2012,76000,Sedán,12700.0
9927,Volkswagen,Golf,2017,8000,Hatchback,12837.84
2286,Volkswagen,Gol,2011,61000,Hatchback,4459.46
8467,Ford,Fiesta,2012,80000,Hatchback,4594.59
844,Volkswagen,Bora,2013,43000,Sedán,7702.7
3106,Volkswagen,Vento,2011,75000,Sedán,10810.81
5797,Volkswagen,Scirocco,2014,28000,Coupé,20270.27
3630,Volkswagen,Gol Trend,2013,46000,Hatchback,6162.16
4242,Volkswagen,Suran,2014,72000,Monovolumen,7513.51
6431,Honda,Civic,2014,95000,Sedán,10540.54
4807,Volkswagen,Gol Trend,2013,67000,Hatchback,5054.05
6936,Volkswagen,Gol Trend,2014,84000,Hatchback,5391.89
144,Volkswagen,CC,2011,92000,Sedán,16756.76
158,Volkswagen,Gol,2011,73500,Hatchback,3108.11
6974,Volkswagen,Gol Trend,2015,40000,Hatchback,6081.08
6009,Volkswagen,Suran,2012,66000,Monovolumen,6351.35
2954,Ford,Ka,2012,44000,Hatchback,4189.19
2782,Ford,Ranger,2011,170000,Pick-Up,10000.0
6966,Volkswagen,Vento,2013,100000,Sedán,9189.19
5837,Ford,Focus II,2015,60000,Sedán,10675.68
9775,Volkswagen,Gol Trend,2015,33000,Hatchback,7432.43
8951,Ford,Ecosport,2015,59000,SUV,10405.41
732,Volkswagen,Saveiro,2017,18400,Pick-Up,11567.57
4433,Ford,Ecosport,2013,81000,SUV,9864.86
4714,Mercedes Benz,Clase C,2014,45000,Sedán,24054.05
4283,Honda,HR-V,2016,15000,SUV,18108.11
4582,Volkswagen,Suran,2011,80000,Monovolumen,4864.86
4041,Ford,Ranger,2012,158000,Pick-Up,13243.24
8563,Ford,Focus III,2013,70000,Hatchback,7702.7
5140,Ford,Fiesta Kinetic Design,2011,55000,Hatchback,6432.43
3922,Volkswagen,Vento,2011,140000,Sedán,10000.0
7943,Ford,Ecosport,2014,90000,SUV,10810.81
1393,Volkswagen,Scirocco,2012,90000,Coupé,14324.32
3355,Volkswagen,Fox,2013,69800,Hatchback,6756.76
1276,Ford,Kuga,2011,117000,SUV,13513.51
9607,Ford,Focus III,2017,9000,Hatchback,418.92
3976,Volkswagen,Scirocco,2014,72010,Coupé,14324.32
6173,Volkswagen,Suran,2016,33000,Monovolumen,9729.73
2373,Ford,Ecosport,2017,20000,SUV,13108.11
8410,Volkswagen,Gol Trend,2013,56000,Hatchback,5270.27
4885,Ford,Focus III,2017,22000,Hatchback,12918.92
4194,Ford,Fiesta Kinetic Design,2014,94000,Hatchback,8378.38
8001,Honda,Civic,2014,60000,Sedán,13513.51
4523,Volkswagen,Golf,2012,43000,Hatchback,13918.92
4805,Ford,Fiesta Kinetic Design,2013,75000,Hatchback,7297.3
2974,Ford,Focus III,2016,33000,Hatchback,10756.76
4,Volkswagen,Gol,2013,107000,Hatchback,3945.95
377,Ford,Ka,2011,59000,Hatchback,3783.78
1742,Volkswagen,Bora,2011,152000,Sedán,7567.57
6566,Ford,Ecosport,2014,37500,SUV,11081.08
9849,Volkswagen,Golf,2015,32000,Hatchback,16756.76
4392,Volkswagen,Vento,2011,149000,Sedán,7972.97
9742,Volkswagen,Gol Trend,2015,41000,Hatchback,6621.62
5136,Ford,Ranger,2012,115000,Pick-Up,18108.11
7707,Volkswagen,Gol Trend,2011,146000,Hatchback,4675.68
850,Volkswagen,Fox,2013,45000,Hatchback,5810.81
5881,Volkswagen,Gol Trend,2011,158423,Hatchback,4189.19
3758,Ford,Fiesta Kinetic Design,2013,60000,Sedán,6621.62
4996,Ford,Focus III,2014,63000,Hatchback,10675.68
7745,Ford,Ecosport,2014,70000,SUV,9729.73
3035,Volkswagen,Fox,2014,55000,Hatchback,6729.73
2728,Ford,Focus III,2013,80050,Sedán,10810.81
1326,Ford,Focus II,2011,98000,Hatchback,5945.95
3667,Volkswagen,The Beetle,2014,52000,Hatchback,13378.38
9155,Ford,Fiesta,2012,73000,Hatchback,4189.19
4506,Ford,Focus III,2016,40000,Hatchback,14459.46
8115,Volkswagen,Gol Trend,2015,64500,Hatchback,7027.03
2705,Mercedes Benz,Vito,2017,10000,Furgón,21891.89
6801,Volkswagen,Amarok,2014,141000,Pick-Up,13243.24
4953,Ford,Ranger,2014,52000,Pick-Up,15648.65
9733,Ford,Focus III,2017,28000,Sedán,14864.86
4650,Ford,Focus II,2011,106000,Sedán,6486.49
3846,Volkswagen,Gol Trend,2015,40000,Hatchback,6621.62
8809,Ford,Focus II,2011,130000,Sedán,5000.0
9630,Ford,Ranger,2011,138000,Pick-Up,9729.73
2045,Ford,Fiesta Kinetic Design,2014,40000,Hatchback,8513.51
2793,Volkswagen,Suran,2012,96000,Monovolumen,5945.95
1507,Volkswagen,Gol Trend,2015,40000,Hatchback,6621.62
897,Volkswagen,Voyage,2012,52000,Sedán,5405.41
5711,Ford,Ecosport,2011,63000,SUV,6081.08
9769,Ford,Focus III,2017,14000,Sedán,16621.62
6596,Ford,Fiesta Kinetic Design,2014,32000,Hatchback,8648.65
1568,Ford,Ka,2013,85000,Hatchback,4321.62
9800,Ford,Focus III,2015,75000,Sedán,12567.57
9241,Ford,Kuga,2011,96000,SUV,11081.08
2982,Honda,Civic,2014,55000,Sedán,12702.7
631,Volkswagen,Voyage,2015,33000,Sedán,6483.78
7680,Mercedes Benz,Clase B,2013,93300,Monovolumen,15675.68
5347,Ford,Ranger,2014,70000,Pick-Up,21621.62
2253,Ford,Focus II,2011,110000,Hatchback,6621.62
8741,Volkswagen,Gol,2011,100000,Hatchback,4051.35
7056,Volkswagen,Fox,2012,55000,Hatchback,5054.05
2497,Volkswagen,Bora,2012,98000,Sedán,6351.35
9989,Ford,Ecosport,2014,48000,SUV,10270.27
7629,Volkswagen,Saveiro,2012,166400,Pick-Up,6459.46
9417,Ford,Fiesta Kinetic Design,2012,62600,Hatchback,6427.03
9185,Ford,Ranger,2013,70000,Pick-Up,17432.43
7914,Volkswagen,Fox,2016,40000,Hatchback,8648.65
801,Volkswagen,Golf,2017,22000,Hatchback,22405.41
9022,Volkswagen,Voyage,2013,107000,Sedán,4864.86
8978,Volkswagen,Amarok,2011,200000,Pick-Up,12567.57
8351,Ford,Ka,2012,75000,Hatchback,4324.32
2024,Honda,Fit,2011,77500,Hatchback,6243.24
8406,Honda,City,2012,95000,Sedán,7297.3
667,Volkswagen,Saveiro,2015,120000,Pick-Up,8108.11
6155,Volkswagen,Suran,2012,89000,Monovolumen,5108.11
6227,Volkswagen,Gol Trend,2012,72000,Hatchback,4594.59
7181,Ford,Fiesta Kinetic Design,2015,32000,Hatchback,10270.27
2270,Volkswagen,Gol Trend,2012,106000,Hatchback,5378.38
4317,Volkswagen,Bora,2013,100000,Sedán,7297.3
4499,Volkswagen,Suran,2013,76000,Monovolumen,6702.7
7148,Honda,City,2012,54000,Sedán,7297.3
2262,Volkswagen,Saveiro,2016,29000,Pick-Up,11081.08
2364,Volkswagen,Gol,2012,43000,Hatchback,4216.22
6846,Volkswagen,Voyage,2011,120000,Sedán,5270.27
2654,Ford,Ecosport,2013,47000,SUV,8783.78
255,Ford,Ecosport,2013,79000,SUV,9702.7
9038,Volkswagen,Fox,2013,97000,Hatchback,6891.89
3962,Volkswagen,Amarok,2013,140000,Pick-Up,14189.19
5408,Ford,Transit,2013,150000,Pick-Up,19729.73
5927,Ford,Focus III,2015,45000,Hatchback,10000.0
879,Chrysler,PT Cruiser,2011,43000,Hatchback,6081.08
8746,Ford,Ecosport,2016,19500,SUV,11486.49
4548,Volkswagen,Up!,2017,17000,Hatchback,8513.51
5294,Volkswagen,Amarok,2015,84000,Pick-Up,22702.7
3718,Ford,Fiesta Kinetic Design,2011,85000,Hatchback,6486.49
5616,Volkswagen,Gol,2012,55900,Hatchback,4324.32
3739,Volkswagen,Bora,2013,51000,Sedán,7832.43
4256,Volkswagen,Golf,2015,52800,Hatchback,16081.08
9791,Ford,Ranger,2014,96500,Pick-Up,21621.62
7356,Volkswagen,Crossfox,2012,85000,Hatchback,6351.35
4490,Ford,Ecosport,2015,60000,SUV,12702.7
8972,Ford,Ecosport,2015,60000,SUV,9459.46
9095,Ford,Ranger,2013,77000,Pick-Up,17567.57
6154,Volkswagen,Gol Trend,2013,71000,Hatchback,4540.54
7057,Volkswagen,Gol,2013,90000,Hatchback,4189.19
1120,Volkswagen,Voyage,2011,124000,Sedán,4594.59
7908,Ford,Focus III,2015,55000,Sedán,8648.65
7841,Volkswagen,Bora,2011,120000,Sedán,7027.03
6129,Volkswagen,Gol Trend,2013,100800,Hatchback,5135.14
516,Ford,Fiesta Kinetic Design,2017,17000,Hatchback,9189.19
3247,Ford,Focus III,2015,60000,Hatchback,9594.59
8181,Ford,Fiesta Kinetic Design,2011,61000,Sedán,6162.16
2082,Volkswagen,Suran Cross,2017,11000,Monovolumen,11081.08
2292,Ford,Focus II,2012,88000,Hatchback,7567.57
5410,Volkswagen,Bora,2013,103000,Sedán,6594.59
5868,Mercedes Benz,Clase E,2013,57700,Coupé,1378.38
9296,Volkswagen,Gol,2011,69000,Hatchback,3837.84
2249,Ford,Ecosport,2014,70750,SUV,9675.68
5307,Volkswagen,Amarok,2011,160000,Pick-Up,13459.46
6491,Volkswagen,Voyage,2012,75000,Sedán,5675.68
4043,Volkswagen,Crossfox,2012,94000,Hatchback,6351.35
3631,Volkswagen,Crossfox,2013,40100,Hatchback,7837.84
1200,Volkswagen,Amarok,2016,30000,Pick-Up,21351.35
1258,Mercedes Benz,Clase A,2014,28500,Hatchback,29189.19
790,Volkswagen,Voyage,2015,50000,Sedán,7972.7
3084,Volkswagen,Tiguan,2011,130000,SUV,11594.59
6219,Ford,Ecosport,2012,90000,SUV,6621.62
3253,Volkswagen,Crossfox,2013,82000,Hatchback,6432.43
2558,Volkswagen,Gol Trend,2015,77000,Hatchback,5945.95
1769,Ford,Ranger,2014,69000,Pick-Up,14864.86
5298,Ford,Ecosport,2011,90000,SUV,7297.3
4308,Ford,Focus II,2012,112000,Sedán,5270.27
4993,Volkswagen,Gol,2012,54000,Hatchback,4324.32
5780,Ford,Ka,2011,95000,Hatchback,4189.19
7876,Volkswagen,Golf,2015,45000,Hatchback,12837.84
8570,Ford,Fiesta Kinetic Design,2012,82000,Hatchback,7513.51
3668,Volkswagen,Vento,2014,59000,Sedán,12702.7
529,Honda,Fit,2011,107000,Hatchback,7243.24
3636,Ford,Ecosport,2013,100000,SUV,10270.27
6682,Volkswagen,Vento,2015,14000,Sedán,11621.62
738,Volkswagen,Gol,2011,94000,Hatchback,4459.46
4390,Volkswagen,Vento,2013,43000,Sedán,9189.19
4907,Volkswagen,Fox,2012,86460,Hatchback,6513.51
9900,Volkswagen,Saveiro,2011,100000,Pick-Up,5808.11
