,make,model,year,kms,kind,price
4717,Ford,Kuga,2015,65000,SUV,11351.35
4840,Ford,Ranger,2011,150000,Pick-Up,7027.03
1457,Ford,Focus III,2015,63000,Hatchback,11081.08
26,Honda,Civic,2011,120000,Sedán,7972.97
326,Volkswagen,Suran,2016,34000,Monovolumen,8108.11
1121,Ford,Fiesta Kinetic Design,2012,69000,Hatchback,7810.81
5439,Mercedes Benz,Clase A,2014,39000,Hatchback,24189.19
5658,Ford,Focus II,2012,114600,Hatchback,6756.76
3747,Volkswagen,Tiguan Allspace,2018,16000,SUV,1216.22
9649,Volkswagen,Gol,2012,80000,Hatchback,4324.32
7909,Volkswagen,Gol Trend,2016,55000,Hatchback,6756.76
7588,Volkswagen,Gol,2012,94000,Hatchback,4243.24
3395,Honda,Fit,2012,112000,Hatchback,8648.65
8802,Ford,Ka,2012,90000,Hatchback,3648.65
3511,Volkswagen,Crossfox,2013,63000,Hatchback,7972.97
5698,Ford,Ka,2012,60800,Hatchback,4445.95
5035,Volkswagen,Gol Trend,2017,18000,Hatchback,7081.08
324,Ford,Ecosport,2011,107000,SUV,6486.49
9055,Ford,Ka,2013,80000,Hatchback,4324.32
2679,Ford,Fiesta Kinetic Design,2012,90000,Hatchback,6891.89
1317,Volkswagen,Bora,2011,123000,Sedán,5945.95
4187,Ford,Focus II,2011,99000,Hatchback,6216.22
1443,Volkswagen,Vento,2011,130000,Sedán,10270.27
4313,Volkswagen,Gol Trend,2012,75000,Hatchback,4810.81
6,Ford,Ka,2012,95243,Hatchback,3837.84
9991,Ford,Ranger,2016,59000,Pick-Up,21351.35
1257,Volkswagen,Suran,2012,109000,Monovolumen,7567.57
6957,Ford,Fiesta Kinetic Design,2011,92000,Hatchback,6270.27
4324,Ford,Fiesta Kinetic Design,2015,76000,Hatchback,6675.68
8987,Volkswagen,Gol,2012,50000,Hatchback,4189.19
8329,Volkswagen,Bora,2011,70000,Sedán,7567.57
9163,Volkswagen,Amarok,2016,38000,Pick-Up,18783.78
3153,Volkswagen,Saveiro,2012,165000,Pick-Up,5135.14
3999,Ford,Focus III,2018,15000,Hatchback,13513.51
7001,Ford,Ecosport,2012,46000,SUV,7297.3
7110,Volkswagen,Crossfox,2012,80000,Hatchback,5675.68
686,Volkswagen,Golf,2015,33600,Hatchback,11891.89
3575,Ford,Kuga,2013,78900,SUV,12162.16
1285,Volkswagen,Gol Country,2012,73200,Rural,5135.14
5510,Ford,Ranger,2014,130000,Pick-Up,14054.05
5141,Volkswagen,Vento,2012,56000,Sedán,12162.16
9814,Ford,Ranger,2013,74508,Pick-Up,19324.32
3635,Ford,Focus III,2013,73000,Sedán,11486.49
7932,Ford,Focus III,2015,40000,Hatchback,10270.27
6895,Volkswagen,Amarok,2012,104000,Pick-Up,11486.49
8355,Volkswagen,Gol Trend,2012,106000,Hatchback,4594.59
2306,Ford,Ka,2011,92000,Hatchback,4459.46
5723,Volkswagen,Amarok,2011,190000,Pick-Up,13243.24
7250,Volkswagen,Amarok,2015,98050,Pick-Up,18378.38
8350,Volkswagen,Bora,2013,65400,Sedán,7432.43
8949,Volkswagen,Vento,2013,76892,Sedán,9189.19
59,Volkswagen,CC,2012,80000,Sedán,11351.35
8915,Ford,Focus III,2015,20270,Hatchback,11351.35
3632,Ford,Ecosport,2015,24000,SUV,9594.59
7252,Ford,Mondeo,2012,60000,Sedán,11343.24
3568,Ford,Kuga,2013,100000,SUV,14189.19
9750,Volkswagen,Fox,2012,103000,Hatchback,4864.86
4944,Ford,Fiesta Kinetic Design,2014,80000,Hatchback,7864.84
8259,Mercedes Benz,Vito,2016,37000,Furgón,18378.38
6862,Volkswagen,Gol,2011,67500,Hatchback,3378.38
1935,Ford,Ecosport,2013,50000,SUV,11081.08
5405,Volkswagen,Fox,2012,87400,Hatchback,5945.95
5511,Volkswagen,Saveiro,2018,11000,Pick-Up,12648.65
3890,Volkswagen,Vento,2014,75000,Sedán,7972.97
4867,Volkswagen,Voyage,2013,85000,Sedán,5351.35
7967,Volkswagen,Gol,2012,36000,Hatchback,4054.05
7515,Volkswagen,Gol Trend,2013,72000,Hatchback,4810.81
2604,Volkswagen,Gol,2011,90000,Hatchback,4189.19
9751,Ford,Focus III,2016,19000,Hatchback,14189.19
8694,Ford,Ecosport,2016,16000,SUV,9459.46
9167,Honda,Fit,2012,80000,Hatchback,8648.65
8025,Volkswagen,The Beetle,2016,45000,Hatchback,13513.51
170,Volkswagen,Vento,2014,38000,Sedán,9459.46
9981,Volkswagen,Gol Trend,2014,60000,Hatchback,5405.41
1492,Volkswagen,Amarok,2012,110000,Pick-Up,12702.7
4263,Volkswagen,Fox,2012,96000,Hatchback,4459.46
244,Ford,Fiesta Kinetic Design,2016,52000,Hatchback,8783.78
6048,Volkswagen,Suran Cross,2016,6000,Monovolumen,10216.22
8246,Volkswagen,Bora,2011,50000,Sedán,5675.68
9869,Ford,Ka,2012,104000,Hatchback,4054.05
4391,Volkswagen,Golf,2016,42000,Hatchback,10540.54
2822,Ford,Ranger,2011,169000,Pick-Up,8108.11
1446,Volkswagen,Tiguan,2011,148000,SUV,12972.97
5880,Volkswagen,Amarok,2013,130000,Pick-Up,14054.05
6141,Ford,Ecosport,2011,86000,SUV,6351.35
9990,Ford,Focus III,2016,48000,Hatchback,12162.16
8189,Volkswagen,Amarok,2011,120000,Pick-Up,11216.22
2944,Mercedes Benz,Sprinter,2012,90000,Furgón,14864.86
4733,Ford,Focus III,2015,66000,Hatchback,9054.05
8911,Ford,Fiesta Kinetic Design,2012,77000,Hatchback,7162.16
9033,Ford,Ka,2011,120000,Hatchback,3918.92
7938,Volkswagen,Vento,2011,150000,Sedán,9324.32
989,Ford,Focus II,2012,128400,Hatchback,6081.08
5234,Ford,Focus III,2016,54600,Sedán,13783.78
8851,Honda,Fit,2013,74000,Hatchback,9189.19
1385,Volkswagen,Voyage,2012,100000,Sedán,5135.14
2263,Ford,Fiesta Kinetic Design,2011,101600,Hatchback,6756.76
8305,Mercedes Benz,Sprinter,2017,24500,Pick-Up,905.41
2890,Volkswagen,Gol Trend,2015,31000,Hatchback,6351.35
3121,Honda,CR-V,2013,85000,SUV,14189.19
2131,Volkswagen,Amarok,2011,135000,Pick-Up,11756.76
1481,Volkswagen,Vento,2011,120000,Sedán,216.22
6122,Volkswagen,Voyage,2011,88000,Sedán,4729.73
3069,Volkswagen,Gol Country,2012,78000,Rural,3648.65
9157,Ford,Focus III,2015,48000,Sedán,12689.19
3649,Volkswagen,Vento,2013,50000,Sedán,8918.92
6932,Ford,Ranger,2014,117000,Pick-Up,11621.62
8243,Honda,CR-V,2011,95000,SUV,10540.54
5620,Volkswagen,Golf,2016,22000,Hatchback,14324.32
4511,Ford,Fiesta Kinetic Design,2014,38000,Hatchback,7297.3
5483,Ford,Ecosport,2015,40000,SUV,9864.86
6201,Chrysler,PT Cruiser,2011,82000,Hatchback,5270.27
9007,Volkswagen,Polo,2016,50000,Hatchback,9459.46
6808,Ford,Fiesta,2014,92000,Sedán,5135.14
5448,Ford,Focus II,2011,68000,Sedán,7027.03
5831,Mercedes Benz,ML,2011,31700,SUV,32432.43
9554,Volkswagen,Gol Trend,2015,27500,Hatchback,7972.97
7359,Volkswagen,Gol,2013,55000,Hatchback,4054.05
7804,Volkswagen,Vento,2011,102000,Sedán,8108.11
6235,Volkswagen,Bora,2012,97000,Sedán,6621.62
1991,Volkswagen,Vento,2012,64000,Sedán,9972.97
3452,Volkswagen,Crossfox,2012,65000,Hatchback,6081.08
8487,Volkswagen,Suran,2014,57000,Monovolumen,6891.89
8910,Volkswagen,CC,2013,122000,Sedán,13486.49
6312,Ford,Fiesta Kinetic Design,2013,42500,Hatchback,8375.68
3767,Ford,Focus III,2015,45000,Hatchback,11027.03
5807,Honda,Fit,2014,61000,Hatchback,11621.62
1453,Volkswagen,Suran,2013,58500,Monovolumen,7432.43
5341,Volkswagen,Gol Trend,2011,101500,Hatchback,5135.14
2886,Volkswagen,Gol Trend,2011,78623,Hatchback,5270.27
292,Ford,Ecosport,2013,82000,SUV,10135.14
5143,Volkswagen,Saveiro,2015,27500,Pick-Up,9675.68
3240,Mercedes Benz,Clase C,2013,22000,Sedán,743.24
9573,Volkswagen,Suran,2011,49000,Monovolumen,6527.03
6958,Volkswagen,Crossfox,2012,97800,Hatchback,6486.49
3618,Ford,Ecosport,2011,96000,SUV,6216.22
5818,Volkswagen,Gol,2013,71100,Hatchback,4324.32
373,Volkswagen,Suran,2013,70600,Monovolumen,5945.95
2553,Ford,Kuga,2013,77500,SUV,10810.81
5805,Ford,Ecosport,2014,44000,SUV,9864.86
8164,Ford,Kuga,2013,90000,SUV,14864.86
4118,Ford,Focus II,2014,101000,Hatchback,8918.92
7907,Volkswagen,Gol Trend,2012,129000,Hatchback,4864.86
6875,Ford,Focus III,2014,67000,Hatchback,9186.49
7360,Volkswagen,Suran,2011,119000,Monovolumen,6000.0
9815,Ford,Ecosport,2013,70000,SUV,9432.43
7531,Mercedes Benz,Clase GLK,2013,120000,SUV,13513.51
9718,Volkswagen,Gol Trend,2015,42000,Hatchback,6756.76
2778,Honda,Fit,2011,130000,Hatchback,6891.89
1220,Ford,Ecosport,2015,60000,SUV,9729.46
805,Ford,Focus II,2013,60000,Sedán,7702.7
574,Volkswagen,Suran,2016,19347,Monovolumen,8918.92
866,Volkswagen,Gol Trend,2013,40000,Hatchback,6081.08
7639,Ford,Ecosport,2013,83000,SUV,8648.65
5116,Ford,Focus II,2012,68000,Hatchback,7135.14
7365,Volkswagen,Vento,2018,20000,Sedán,19459.46
5064,Volkswagen,Voyage,2013,65000,Sedán,6756.76
9951,Volkswagen,Amarok,2012,135000,Pick-Up,12027.03
9851,Volkswagen,Amarok,2017,20000,Pick-Up,23513.51
6877,Ford,Focus III,2015,70000,Hatchback,7837.84
6089,Volkswagen,Gol Trend,2013,49000,Hatchback,6216.22
7400,Volkswagen,Gol Trend,2014,60000,Hatchback,6756.76
1051,Volkswagen,Gol Country,2011,113000,Rural,4324.32
9120,Ford,Ranger,2015,112000,Pick-Up,18108.11
4765,Volkswagen,Fox,2011,149000,Hatchback,5945.95
465,Ford,Ecosport,2014,68000,SUV,10405.41
3303,Ford,Ecosport,2013,89000,SUV,9448.65
6743,Ford,Fiesta Kinetic Design,2012,88000,Hatchback,6891.89
60,Volkswagen,Gol Trend,2011,41000,Hatchback,4864.86
5240,Ford,Fiesta Kinetic Design,2012,80000,Hatchback,6756.76
3784,Ford,Ecosport,2012,65000,SUV,7162.16
2192,Volkswagen,Gol Trend,2016,7950,Hatchback,6486.49
4831,Volkswagen,Suran,2011,155000,Monovolumen,4567.57
9319,Volkswagen,Vento,2015,85000,Sedán,9459.46
2791,Volkswagen,Up!,2017,8000,Hatchback,8783.78
4097,Ford,Fiesta Kinetic Design,2014,59000,Hatchback,8918.92
7657,Honda,CR-V,2014,104000,SUV,18918.92
9850,Ford,Ecosport,2016,36900,SUV,11351.35
3628,Mercedes Benz,Clase A,2013,110000,Hatchback,16486.49
4847,Volkswagen,Suran,2011,105000,Monovolumen,6432.43
6273,Ford,Fiesta Kinetic Design,2013,86000,Hatchback,7837.84
2914,Volkswagen,Amarok,2013,120000,Pick-Up,15135.14
4232,Ford,Focus III,2017,25000,Hatchback,13243.24
7597,Volkswagen,Gol,2011,96200,Hatchback,3756.76
8798,Volkswagen,Fox,2013,65000,Hatchback,7156.76
1238,Mercedes Benz,Vito,2015,32000,Furgón,15675.68
9437,Ford,Ranger,2015,42000,Pick-Up,17837.84
8590,Volkswagen,Fox,2014,84000,Hatchback,6891.89
8617,Ford,Fiesta Kinetic Design,2012,100000,Hatchback,6621.62
3775,Honda,Civic,2013,65000,Sedán,11486.49
3633,Ford,Ranger,2016,35000,Pick-Up,810.81
4465,Honda,City,2011,92000,Sedán,5405.41
198,Ford,Fiesta Kinetic Design,2012,84000,Sedán,6621.62
3328,Ford,Focus III,2013,58000,Hatchback,9189.19
5765,Honda,Civic,2012,76500,Sedán,7432.43
7315,Volkswagen,Gol,2012,117000,Hatchback,3729.73
3750,Volkswagen,Crossfox,2012,120000,Hatchback,6756.76
9065,Volkswagen,Fox,2011,120000,Hatchback,4729.73
522,Ford,Ecosport,2016,21635,SUV,10540.54
4083,Volkswagen,Bora,2011,126000,Sedán,7162.16
2013,Volkswagen,Saveiro,2017,10000,Pick-Up,11351.35
5547,Ford,Ecosport,2013,90000,SUV,10270.27
1840,Ford,Fiesta Kinetic Design,2011,74000,Hatchback,7027.03
2605,Volkswagen,Gol Trend,2012,115000,Hatchback,5135.14
6252,Volkswagen,Golf,2016,30000,Hatchback,12162.16
9916,Volkswagen,Golf,2015,43000,Hatchback,11351.35
6901,Volkswagen,Suran,2011,120000,Monovolumen,5054.05
8323,Ford,Ecosport,2013,70000,SUV,9729.73
1187,Ford,Fiesta Kinetic Design,2011,84228,Hatchback,5675.68
1818,Volkswagen,CC,2014,70000,Sedán,513.51
8475,Volkswagen,Amarok,2016,52355,Pick-Up,18918.92
1559,Volkswagen,Gol,2014,58000,Hatchback,3918.92
2580,Honda,City,2011,131000,Sedán,7837.84
322,Volkswagen,Passat,2013,47000,Sedán,15945.95
3102,Volkswagen,Gol Trend,2014,50000,Hatchback,5675.68
7263,Volkswagen,Up!,2018,6500,Hatchback,10756.76
6049,Ford,Fiesta Kinetic Design,2013,55000,Sedán,7945.95
777,Volkswagen,Saveiro,2013,111500,Pick-Up,6486.49
2327,Volkswagen,Gol,2011,48500,Hatchback,4054.05
6242,Volkswagen,CC,2013,125000,Sedán,15540.54
7127,Ford,Fiesta Kinetic Design,2014,63000,Hatchback,7837.84
8724,Volkswagen,Gol Trend,2015,50000,Hatchback,5972.97
1664,Ford,Ecosport,2013,83000,SUV,9459.46
1823,Ford,Fiesta Kinetic Design,2013,40000,Hatchback,8918.92
9876,Mercedes Benz,Clase C,2013,69000,Sedán,702.7
7381,Ford,Focus III,2014,58000,Sedán,10000.0
3939,Volkswagen,Saveiro,2014,130000,Pick-Up,6891.89
1461,Volkswagen,Gol Trend,2014,65000,Hatchback,6216.22
9837,Volkswagen,Gol Trend,2013,57000,Hatchback,7162.16
5293,Ford,Fiesta,2012,92600,Sedán,5810.81
9887,Volkswagen,Gol Trend,2015,32000,Hatchback,6486.49
5808,Ford,Fiesta Kinetic Design,2014,65000,Hatchback,8108.11
3223,Volkswagen,Gol Trend,2013,60000,Hatchback,5000.0
5591,Mercedes Benz,Clase B,2012,107000,Monovolumen,11891.89
415,Ford,Fiesta Kinetic Design,2012,120000,Hatchback,7297.3
2351,Ford,Ecosport,2011,111000,SUV,6486.49
1768,Ford,Kuga,2012,100000,SUV,10243.24
2372,Ford,Fiesta Kinetic Design,2016,29000,Hatchback,9972.97
3424,Volkswagen,Vento,2011,85000,Sedán,10945.95
2423,Volkswagen,Crossfox,2012,110000,Hatchback,6216.22
9589,Volkswagen,Gol Trend,2012,91000,Hatchback,4270.27
8486,Volkswagen,Gol Trend,2017,15000,Hatchback,7027.03
2693,Ford,Mondeo,2017,16833,Sedán,24648.65
4044,Volkswagen,Amarok,2013,68024,Pick-Up,13513.51
3686,Honda,Fit,2011,94000,Hatchback,6891.89
7596,Honda,CR-V,2012,90000,SUV,14864.86
6926,Volkswagen,Amarok,2012,160000,Pick-Up,11216.22
8833,Ford,Ecosport,2016,66000,SUV,10216.22
7122,Volkswagen,Scirocco,2015,47000,Coupé,19727.03
8627,Volkswagen,Crossfox,2012,98346,Hatchback,7027.03
8891,Volkswagen,Crossfox,2012,93000,Hatchback,5135.14
304,Ford,Ranger,2013,121000,Pick-Up,13378.38
1513,Ford,Ecosport,2016,38000,SUV,10270.27
9064,Ford,Ranger,2013,135000,Pick-Up,11621.62
7948,Volkswagen,Suran,2012,130000,Monovolumen,6189.19
3,Ford,Ranger,2017,13000,Pick-Up,21567.57
9006,Ford,Fiesta Kinetic Design,2015,67000,Hatchback,8918.92
6609,Volkswagen,Fox,2014,42500,Hatchback,6351.35
5692,Ford,Ecosport,2014,86000,SUV,9729.73
7020,Volkswagen,Gol Trend,2013,123100,Hatchback,5108.11
5908,Volkswagen,Bora,2013,95000,Sedán,8513.51
4610,Volkswagen,Fox,2016,35000,Hatchback,8918.92
190,Ford,Ecosport,2011,107000,SUV,5243.24
1623,Volkswagen,Gol Trend,2014,75000,Hatchback,6891.89
9666,Ford,Ecosport,2011,78052,SUV,5000.0
8646,Volkswagen,Gol Trend,2015,39000,Hatchback,5918.92
8805,Ford,Ranger,2015,95000,Pick-Up,22972.97
1502,Ford,Ecosport,2015,43000,SUV,11216.22
6100,Ford,Ecosport,2016,34000,SUV,11216.22
419,Volkswagen,Suran,2013,122000,Monovolumen,5945.95
7609,Volkswagen,Gol Trend,2015,66000,Hatchback,7297.3
4449,Ford,Focus II,2012,87000,Sedán,7432.43
5998,Volkswagen,Vento,2012,102000,Sedán,8918.92
280,Volkswagen,Gol Trend,2011,102300,Hatchback,4729.73
6731,Volkswagen,Gol Trend,2012,125000,Hatchback,4324.32
6222,Volkswagen,Gol Trend,2012,43000,Hatchback,5000.0
4917,Volkswagen,Suran,2011,89000,Monovolumen,5945.95
1140,Volkswagen,Amarok,2012,81000,Pick-Up,18648.65
2296,Volkswagen,Voyage,2012,126000,Sedán,5810.81
3903,Ford,Fiesta Kinetic Design,2014,72000,Sedán,7540.54
7666,Ford,Fiesta Kinetic Design,2016,34500,Sedán,8513.51
9629,Ford,Mondeo,2011,151647,Sedán,8648.65
2735,Volkswagen,Voyage,2016,43000,Sedán,8108.11
3168,Ford,Fiesta Kinetic Design,2011,123000,Hatchback,7027.03
5889,Ford,Ka,2012,91000,Hatchback,4054.05
126,Volkswagen,Vento,2014,72000,Sedán,11486.49
3388,Ford,Focus II,2011,97000,Hatchback,6527.03
8341,Volkswagen,Vento Variant,2012,107000,Rural,8513.51
5708,Volkswagen,Scirocco,2014,72000,Coupé,14324.41
8011,Honda,Civic,2012,110000,Sedán,9459.46
7749,Ford,Fiesta Kinetic Design,2013,37000,Hatchback,7702.7
6231,Ford,Ecosport,2015,15000,SUV,12297.3
7008,Volkswagen,Voyage,2013,55000,Sedán,5810.81
8770,Ford,Ka,2012,93000,Hatchback,3970.27
6363,Ford,Focus III,2014,31600,Hatchback,9729.73
1905,Ford,Ranger,2013,160000,Pick-Up,15945.95
2983,Volkswagen,Gol Trend,2012,68012,Hatchback,6075.68
6031,Ford,Ecosport,2011,98000,SUV,6162.14
3956,Volkswagen,Gol,2011,53500,Hatchback,3986.49
346,Volkswagen,Vento,2012,57877,Sedán,8645.95
7103,Volkswagen,Saveiro,2013,81000,Pick-Up,5270.27
3824,Ford,Ecosport,2014,81755,SUV,9729.73
2102,Ford,Focus III,2014,55000,Hatchback,9702.7
7153,Volkswagen,Voyage,2011,110000,Sedán,5405.41
2759,Ford,Ranger,2015,82000,Pick-Up,18918.92
7550,Ford,Focus II,2014,66000,Hatchback,8108.11
2227,Volkswagen,Gol Trend,2012,62000,Hatchback,5243.24
2749,Ford,Fiesta Kinetic Design,2011,83000,Hatchback,5810.81
7354,Mercedes Benz,Sprinter,2013,8000,Furgón,29729.73
6621,Ford,Kuga,2011,75000,SUV,9594.59
5647,Volkswagen,Amarok,2013,105000,Pick-Up,12972.97
626,Volkswagen,Vento Variant,2013,75000,Rural,9594.59
6035,Ford,Focus II,2013,56000,Hatchback,7567.57
6365,Volkswagen,Amarok,2014,130000,Pick-Up,17027.03
1819,Volkswagen,Vento,2013,115000,Sedán,12675.68
3533,Ford,Focus III,2016,35000,Hatchback,11486.49
9004,Ford,Ranger,2013,124000,Pick-Up,16756.76
4699,Volkswagen,Fox,2011,115000,Hatchback,4864.86
1637,Ford,Focus II,2011,82000,Sedán,5648.65
8913,Volkswagen,Fox,2012,97000,Hatchback,5270.27
4783,Volkswagen,Passat,2014,53000,Sedán,17297.3
6361,Ford,Focus III,2014,42000,Hatchback,11891.89
4664,Volkswagen,Fox,2012,60000,Hatchback,6081.08
2017,Ford,Fiesta,2013,83000,Hatchback,5135.14
1607,Ford,Ka,2014,31000,Hatchback,5540.54
3565,Volkswagen,Gol Trend,2012,77000,Hatchback,4324.32
2690,Volkswagen,Gol Trend,2011,115000,Hatchback,4594.59
9776,Ford,Fiesta Kinetic Design,2017,13600,Hatchback,8378.38
5218,Volkswagen,Passat,2011,116000,Sedán,9459.46
3872,Volkswagen,Suran,2017,28761,Monovolumen,9459.49
133,Volkswagen,Suran,2013,77000,Monovolumen,6891.89
4475,Volkswagen,Vento,2012,92000,Sedán,12162.16
2500,Volkswagen,Crossfox,2012,80000,Hatchback,6081.08
5516,Ford,Focus III,2016,12000,Hatchback,15945.95
9993,Ford,Ecosport,2015,50000,SUV,13243.24
41,Honda,City,2013,96000,Sedán,8054.05
2507,Ford,Focus III,2015,85000,Hatchback,9459.46
5600,Ford,Fiesta Kinetic Design,2014,60000,Hatchback,10000.0
4707,Ford,Focus III,2015,23000,Hatchback,11351.35
5590,Volkswagen,Vento,2012,73700,Sedán,10675.68
8499,Volkswagen,Vento,2011,85000,Sedán,9186.49
2726,Ford,Focus III,2014,60000,Sedán,11756.76
4010,Volkswagen,Vento,2015,67000,Sedán,11054.05
5886,Volkswagen,Amarok,2013,83000,Pick-Up,12972.97
5110,Honda,HR-V,2017,11000,SUV,22432.43
642,Mercedes Benz,Clase GLK,2012,98000,SUV,19459.46
3416,Volkswagen,Gol Trend,2013,90000,Hatchback,5405.41
10,Volkswagen,Amarok,2014,79900,Pick-Up,18513.51
6407,Ford,Ecosport,2011,59000,SUV,7162.16
4794,Ford,Focus III,2016,11000,Hatchback,15672.97
7304,Ford,Ecosport,2015,42000,SUV,9459.46
6132,Volkswagen,Gol Trend,2013,46000,Hatchback,5675.68
2331,Ford,Ranger,2016,45000,Pick-Up,25135.14
2836,Volkswagen,Bora,2013,58000,Sedán,6459.46
1496,Volkswagen,Suran,2015,65000,Monovolumen,7756.76
958,Volkswagen,Scirocco,2013,74000,Coupé,13243.24
926,Volkswagen,Polo,2016,19000,Hatchback,9702.7
2247,Ford,Focus III,2014,60000,Sedán,12162.16
4790,Ford,Focus II,2013,81000,Hatchback,8081.08
5281,Ford,Focus III,2016,29000,Hatchback,16216.22
1793,Volkswagen,Suran,2013,64000,Monovolumen,7972.97
7451,Volkswagen,Suran,2012,51000,Monovolumen,6837.84
7786,Honda,Fit,2011,55000,Hatchback,7027.03
2637,Volkswagen,Suran,2017,19300,Monovolumen,11297.3
70,Volkswagen,Fox,2013,39500,Hatchback,6162.16
7537,Volkswagen,Suran,2014,40000,Monovolumen,6297.3
9326,Ford,Ranger,2011,120000,Pick-Up,7162.16
9586,Honda,CR-V,2011,66000,SUV,10270.27
5030,Volkswagen,Suran,2013,71000,Monovolumen,6986.49
7043,Ford,Ecosport,2013,120000,SUV,8783.78
5907,Volkswagen,Gol Trend,2016,22000,Hatchback,6702.7
1655,Ford,Kuga,2013,70000,SUV,11891.89
6198,Volkswagen,Suran,2011,52000,Monovolumen,5081.08
1790,Ford,Ecosport,2015,84000,SUV,10540.54
1077,Ford,Mondeo,2012,60000,Sedán,11343.24
4309,Ford,Fiesta Kinetic Design,2014,50000,Hatchback,9459.46
5728,Ford,Fiesta Kinetic Design,2015,30000,Sedán,7567.57
956,Ford,Ka,2011,115000,Hatchback,4608.11
1150,Ford,Focus III,2015,48000,Hatchback,10945.95
8610,Volkswagen,Amarok,2011,162000,Pick-Up,12702.7
1351,Ford,Fiesta Kinetic Design,2011,102000,Hatchback,6729.73
8075,Volkswagen,Voyage,2012,55000,Sedán,5135.14
5414,Volkswagen,Amarok,2014,120000,Pick-Up,11216.22
9936,Ford,Ecosport,2015,43000,SUV,11756.76
6327,Ford,Kuga,2013,78000,SUV,12702.7
7013,Volkswagen,Amarok,2013,95000,Pick-Up,14054.05
8515,Ford,Fiesta Kinetic Design,2013,90000,Sedán,6486.49
5046,Ford,Focus III,2014,33000,Hatchback,9864.86
6923,Volkswagen,Bora,2014,90000,Sedán,7162.16
9922,Volkswagen,Gol,2013,51500,Hatchback,4459.46
9220,Volkswagen,Suran,2011,120000,Monovolumen,5405.41
5154,Volkswagen,Bora,2013,97000,Sedán,7702.7
7058,Ford,Ka,2011,85000,Hatchback,4324.32
1191,Volkswagen,Saveiro,2012,78000,Pick-Up,5675.68
603,Volkswagen,Amarok,2012,135000,Pick-Up,15135.14
4950,Volkswagen,Amarok,2011,205000,Pick-Up,12432.43
9884,Volkswagen,Suran,2011,105000,Monovolumen,5945.95
3988,Ford,Ka,2012,48000,Hatchback,4108.11
9941,Volkswagen,Saveiro,2011,160000,Pick-Up,4297.3
7846,Volkswagen,Fox,2011,57000,Hatchback,5675.68
191,Volkswagen,Amarok,2011,103000,Pick-Up,16081.08
3605,Volkswagen,Voyage,2011,140000,Sedán,4324.32
1888,Volkswagen,Up!,2015,67000,Hatchback,6621.62
2074,Ford,Focus III,2016,23700,Sedán,11351.35
5144,Volkswagen,Gol,2012,68500,Hatchback,3648.65
7393,Honda,CR-V,2011,85000,SUV,10810.81
139,Volkswagen,Gol Trend,2013,80000,Hatchback,5540.54
3164,Ford,Ranger,2016,16000,Pick-Up,17567.57
1131,Ford,Fiesta Kinetic Design,2015,50400,Hatchback,9459.46
5539,Volkswagen,Amarok,2016,44500,Pick-Up,17567.57
702,Volkswagen,Suran,2014,70000,Monovolumen,6891.89
9180,Volkswagen,Saveiro,2014,34000,Pick-Up,7837.84
7579,Honda,HR-V,2015,66000,SUV,17567.57
7912,Volkswagen,Gol Trend,2012,130000,Hatchback,4648.65
6657,Volkswagen,Tiguan,2012,50000,SUV,14324.32
1751,Ford,Focus II,2012,65000,Sedán,6756.76
5162,Volkswagen,Gol Trend,2013,89000,Hatchback,5945.95
2,Volkswagen,Fox,2011,132000,Hatchback,5675.14
8347,Volkswagen,Fox,2014,38000,Hatchback,6891.89
9539,Honda,Civic,2014,92000,Sedán,8648.65
6161,Volkswagen,Gol Trend,2018,9000,Hatchback,8108.11
2521,Ford,Focus III,2015,43000,Hatchback,9454.05
8135,Ford,Ka,2011,133000,Hatchback,3918.92
6851,Ford,Focus II,2013,115000,Hatchback,6486.49
7047,Volkswagen,Suran,2011,140000,Monovolumen,5270.27
3386,Volkswagen,Vento,2013,89000,Sedán,9054.05
6382,Volkswagen,Gol Trend,2017,32000,Hatchback,7567.57
2806,Volkswagen,Voyage,2013,78800,Sedán,6027.03
400,Volkswagen,Vento,2015,70000,Sedán,9189.19
9428,Volkswagen,Vento,2014,48327,Sedán,12970.27
4669,Volkswagen,Golf,2015,60000,Hatchback,14864.86
1938,Volkswagen,Suran,2012,78000,Monovolumen,5810.81
3615,Volkswagen,Amarok,2011,185000,Pick-Up,11621.62
205,Volkswagen,Amarok,2012,126000,Pick-Up,11621.62
5331,Volkswagen,Gol,2012,82000,Hatchback,3783.78
8459,Volkswagen,Fox,2013,79000,Hatchback,5945.95
2847,Volkswagen,Vento,2014,85000,Sedán,10810.81
2764,Ford,Ecosport,2011,89000,SUV,5810.81
1458,Ford,Ka,2011,74000,Hatchback,3648.65
3195,Volkswagen,Amarok,2015,61500,Pick-Up,14864.86
983,Volkswagen,Gol,2013,97600,Hatchback,4324.32
8273,Ford,Fiesta Kinetic Design,2013,51400,Hatchback,6891.89
3196,Ford,Fiesta Kinetic Design,2011,89000,Hatchback,6486.49
1017,Ford,Focus II,2011,97000,Hatchback,6216.22
1485,Volkswagen,Bora,2011,125000,Sedán,6324.32
1715,Ford,Ka,2012,62000,Hatchback,4729.73
3865,Volkswagen,Fox,2013,120700,Hatchback,7837.84
7009,Ford,Focus III,2014,27500,Hatchback,12162.16
6189,Ford,Fiesta Kinetic Design,2014,66500,Hatchback,7972.97
1215,Volkswagen,Suran Cross,2013,68000,Monovolumen,7972.97
